Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2023,DC,District of Columbia,District of Columbia,11001,11001006700,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,31.3,,,27.5,35.4,"3,927","3,311",POINT (-76.989959 38.8875984),11001006700,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2023,DC,District of Columbia,District of Columbia,11001,11001009000,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,15.9,,,13.0,19.2,"4,676","3,764",POINT (-76.9545101 38.9226934),11001009000,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001000703,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,2.7,,,2.4,3.3,"3,022","2,742",POINT (-77.0790462 38.9290941),11001000703,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007803,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,73.9,,,66.8,79.9,"4,590","3,540",POINT (-76.9407751 38.8962674),11001007803,PREVENT,MAMMOUSE,CrdPrv,Mammography
2023,DC,District of Columbia,District of Columbia,11001,11001000704,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,5.9,,,5.0,7.0,"2,753","2,430",POINT (-77.0752384 38.9300215),11001000704,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001005202,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.9,,,72.8,84.1,"3,408","3,167",POINT (-77.0344946 38.911127),11001005202,PREVENT,MAMMOUSE,CrdPrv,Mammography
2023,DC,District of Columbia,District of Columbia,11001,11001009102,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,33.1,,,29.1,37.4,"4,608","3,683",POINT (-76.9888946 38.9187926),11001009102,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2023,DC,District of Columbia,District of Columbia,11001,11001005503,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,22.5,,,19.6,25.6,"2,492","2,330",POINT (-77.0523495 38.9062488),11001005503,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001001902,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,69.6,,,65.3,73.5,"2,117","1,681",POINT (-77.0156458 38.9639299),11001001902,PREVENT,DENTAL,CrdPrv,Dental Visit
2023,DC,District of Columbia,District of Columbia,11001,11001008804,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,21.7,,,16.6,27.1,"2,417","2,063",POINT (-76.9812669 38.9102408),11001008804,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,DC,District of Columbia,District of Columbia,11001,11001009400,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,11.7,,,9.6,14.2,"4,424","3,564",POINT (-76.9742464 38.9368061),11001009400,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2023,DC,District of Columbia,District of Columbia,11001,11001008001,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,33.2,,,29.2,37.3,"3,103","2,516",POINT (-76.9866524 38.8961726),11001008001,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2022,DC,District of Columbia,District of Columbia,11001,11001009508,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10.1,,,8.2,12.1,"4,243","3,497",POINT (-76.9985582 38.9536826),11001009508,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2023,DC,District of Columbia,District of Columbia,11001,11001009510,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.5,,,4.0,5.1,"4,525","3,296",POINT (-77.0046255 38.9455978),11001009510,HLTHOUT,STROKE,CrdPrv,Stroke
2023,DC,District of Columbia,District of Columbia,11001,11001008701,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,68.1,,,65.3,70.9,"2,814","2,404",POINT (-77.0062645 38.9141018),11001008701,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,DC,District of Columbia,District of Columbia,11001,11001005202,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,12.6,,,10.9,14.6,"3,408","3,167",POINT (-77.0344946 38.911127),11001005202,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2023,DC,District of Columbia,District of Columbia,11001,11001002702,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,89.7,,,87.6,91.5,"5,825","4,813",POINT (-77.0421774 38.930168),11001002702,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,DC,District of Columbia,District of Columbia,11001,11001007804,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,5.5,,,4.7,6.2,"3,499","2,674",POINT (-76.9313427 38.8942107),11001007804,DISABLT,HEARING,CrdPrv,Hearing Disability
2023,DC,District of Columbia,District of Columbia,11001,11001001401,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,3.4,,,2.9,4.0,"3,258","2,520",POINT (-77.0706075 38.9653036),11001001401,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2023,DC,District of Columbia,District of Columbia,11001,11001005601,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,19.6,,,16.5,23.0,"2,900","2,852",POINT (-77.0524317 38.901567),11001005601,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2023,DC,District of Columbia,District of Columbia,11001,11001007301,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,24.6,,,20.7,28.9,"3,841","2,645",POINT (-77.024445 38.834928),11001007301,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,DC,District of Columbia,District of Columbia,11001,11001009802,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,10.4,,,8.9,12.2,"2,064","1,375",POINT (-76.9965578 38.8307312),11001009802,DISABLT,VISION,CrdPrv,Vision Disability
2023,DC,District of Columbia,District of Columbia,11001,11001005602,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,12.7,,,10.9,15.0,"4,100","3,946",POINT (-77.0554558 38.8988888),11001005602,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,DC,District of Columbia,District of Columbia,11001,11001007708,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,7.2,,,6.0,8.5,"2,574","1,900",POINT (-76.9606349 38.8871944),11001007708,DISABLT,VISION,CrdPrv,Vision Disability
2023,DC,District of Columbia,District of Columbia,11001,11001001402,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,4.5,,,3.7,5.4,"3,514","2,829",POINT (-77.0630933 38.9606051),11001001402,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001008804,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,4.6,,,4.1,5.0,"2,417","2,063",POINT (-76.9812669 38.9102408),11001008804,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2023,DC,District of Columbia,District of Columbia,11001,11001007202,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,1.3,,,1.1,1.7,"4,303","4,152",POINT (-77.0070741 38.8786426),11001007202,HLTHOUT,COPD,CrdPrv,COPD
2023,DC,District of Columbia,District of Columbia,11001,11001001100,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,31.0,,,27.2,35.2,"5,300","4,281",POINT (-77.0776732 38.9572432),11001001100,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2023,DC,District of Columbia,District of Columbia,11001,11001006600,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,6.9,,,6.0,8.0,"2,164","1,854",POINT (-76.9982439 38.8877585),11001006600,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2023,DC,District of Columbia,District of Columbia,11001,11001009504,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.9,,,3.3,4.8,"3,208","2,696",POINT (-76.9931121 38.9409032),11001009504,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,DC,District of Columbia,District of Columbia,11001,11001009801,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,22.1,,,18.6,26.4,"1,848","1,419",POINT (-76.9963306 38.8328939),11001009801,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,DC,District of Columbia,District of Columbia,11001,11001007409,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.1,,,9.6,17.0,"3,835","2,579",POINT (-76.975165 38.8445818),11001007409,PREVENT,ACCESS2,CrdPrv,Health Insurance
2023,DC,District of Columbia,District of Columbia,11001,11001005302,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,1.7,,,1.6,2.0,"2,518","2,339",POINT (-77.0386443 38.9124517),11001005302,DISABLT,VISION,CrdPrv,Vision Disability
2023,DC,District of Columbia,District of Columbia,11001,11001005303,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,5.6,,,4.7,6.9,"3,215","3,066",POINT (-77.0391656 38.909613),11001005303,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001005501,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,4.0,,,3.4,4.6,"2,303","2,196",POINT (-77.0494324 38.9052766),11001005501,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,DC,District of Columbia,District of Columbia,11001,11001003701,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,20.5,,,15.8,26.2,"2,916","2,536",POINT (-77.0342887 38.9214487),11001003701,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,DC,District of Columbia,District of Columbia,11001,11001000902,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,39.1,,,34.7,43.8,"2,317","1,731",POINT (-77.1077517 38.9285125),11001000902,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001004600,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,70.4,,,66.0,74.3,"3,543","3,101",POINT (-77.0133001 38.9097456),11001004600,PREVENT,DENTAL,CrdPrv,Dental Visit
2023,DC,District of Columbia,District of Columbia,11001,11001004704,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,9.5,,,8.5,10.5,"1,945","1,339",POINT (-77.0114767 38.904566),11001004704,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,DC,District of Columbia,District of Columbia,11001,11001004600,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,9.8,,,7.8,12.2,"3,543","3,101",POINT (-77.0133001 38.9097456),11001004600,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001003701,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.6,,,1.4,1.8,"2,916","2,536",POINT (-77.0342887 38.9214487),11001003701,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,DC,District of Columbia,District of Columbia,11001,11001004300,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,34.8,,,30.9,39.1,"4,436","4,151",POINT (-77.0341511 38.916804),11001004300,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2022,DC,District of Columbia,District of Columbia,11001,11001007000,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,26.5,,,21.7,31.5,"2,697","2,323",POINT (-76.9959451 38.8812697),11001007000,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001000904,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,24.1,,,19.6,28.7,"3,148","2,405",POINT (-77.1036767 38.9366243),11001000904,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2023,DC,District of Columbia,District of Columbia,11001,11001001004,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,11.7,,,10.1,13.5,"4,480","3,529",POINT (-77.0853886 38.9487665),11001001004,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,DC,District of Columbia,District of Columbia,11001,11001002600,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,4.1,,,3.5,4.7,"2,592","2,021",POINT (-77.0404553 38.9464323),11001002600,DISABLT,HEARING,CrdPrv,Hearing Disability
2023,DC,District of Columbia,District of Columbia,11001,11001006802,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.0,,,1.8,2.3,"2,580","2,055",POINT (-76.9814483 38.8832158),11001006802,HLTHOUT,STROKE,CrdPrv,Stroke
2023,DC,District of Columbia,District of Columbia,11001,11001000501,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,19.4,,,16.8,22.4,"3,829","3,470",POINT (-77.051434 38.9264548),11001000501,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2023,DC,District of Columbia,District of Columbia,11001,11001008200,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,24.1,,,20.3,28.4,"2,695","2,360",POINT (-77.000604 38.8918309),11001008200,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,DC,District of Columbia,District of Columbia,11001,11001000201,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,31.7,,,28.2,35.2,"4,108","4,079",POINT (-77.0743418 38.9092171),11001000201,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,DC,District of Columbia,District of Columbia,11001,11001007409,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,35.6,,,29.5,41.3,"3,835","2,579",POINT (-76.975165 38.8445818),11001007409,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001009302,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,13.9,,,12.1,15.8,"1,750","1,476",POINT (-76.9907773 38.9251636),11001009302,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,DC,District of Columbia,District of Columbia,11001,11001000600,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,37.4,,,33.2,41.8,"4,676","3,848",POINT (-77.0675114 38.9368114),11001000600,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2023,DC,District of Columbia,District of Columbia,11001,11001008802,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,16.4,,,13.6,19.4,"4,360","3,741",POINT (-76.9866786 38.9039498),11001008802,HLTHSTAT,GHLTH,CrdPrv,General Health
2023,DC,District of Columbia,District of Columbia,11001,11001001803,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,19.4,,,16.7,22.5,"4,102","3,066",POINT (-77.0419173 38.9672412),11001001803,RISKBEH,BINGE,CrdPrv,Binge Drinking
2023,DC,District of Columbia,District of Columbia,11001,11001001402,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,19.0,,,15.8,22.6,"3,514","2,829",POINT (-77.0630933 38.9606051),11001001402,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,DC,District of Columbia,District of Columbia,11001,11001004402,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,7.7,,,6.5,9.0,"2,755","2,485",POINT (-77.0270354 38.9155152),11001004402,HLTHSTAT,GHLTH,CrdPrv,General Health
2023,DC,District of Columbia,District of Columbia,11001,11001006801,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,35.2,,,30.9,39.6,"2,238","1,858",POINT (-76.9801087 38.8877413),11001006801,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2023,DC,District of Columbia,District of Columbia,11001,11001004704,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,35.2,,,31.0,39.7,"1,945","1,339",POINT (-77.0114767 38.904566),11001004704,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2023,DC,District of Columbia,District of Columbia,11001,11001008904,BRFSS,Disability,Any disability among adults,%,Crude prevalence,27.1,,,22.8,31.8,"3,137","2,455",POINT (-76.9748514 38.9009808),11001008904,DISABLT,DISABILITY,CrdPrv,Any Disability
2023,DC,District of Columbia,District of Columbia,11001,11001000902,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.8,,,1.5,2.3,"2,317","1,731",POINT (-77.1077517 38.9285125),11001000902,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,DC,District of Columbia,District of Columbia,11001,11001002301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.4,,,11.4,18.1,"3,266","2,592",POINT (-77.0165915 38.942552),11001002301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,DC,District of Columbia,District of Columbia,11001,11001005801,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,9.4,,,7.7,11.6,"1,672","1,570",POINT (-77.0205095 38.8975634),11001005801,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001007808,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,17.9,,,14.6,21.4,"3,792","2,833",POINT (-76.9192026 38.8922212),11001007808,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2023,DC,District of Columbia,District of Columbia,11001,11001008402,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,4.3,,,3.6,5.2,"2,447","2,116",POINT (-76.991021 38.898596),11001008402,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2023,DC,District of Columbia,District of Columbia,11001,11001007000,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,5.4,,,4.5,6.5,"2,697","2,323",POINT (-76.9959451 38.8812697),11001007000,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2023,DC,District of Columbia,District of Columbia,11001,11001002301,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,90.5,,,88.7,92.1,"3,266","2,592",POINT (-77.0165915 38.942552),11001002301,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,DC,District of Columbia,District of Columbia,11001,11001007604,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,38.0,,,33.8,42.6,"3,803","3,083",POINT (-76.9638007 38.8660921),11001007604,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001002503,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.3,,,74.5,85.1,"3,031","2,622",POINT (-77.0271734 38.9386375),11001002503,PREVENT,MAMMOUSE,CrdPrv,Mammography
2023,DC,District of Columbia,District of Columbia,11001,11001007709,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,32.4,,,28.3,36.7,"2,072","1,643",POINT (-76.9675363 38.879862),11001007709,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2023,DC,District of Columbia,District of Columbia,11001,11001000201,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,21.7,,,18.9,24.4,"4,108","4,079",POINT (-77.0743418 38.9092171),11001000201,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2023,DC,District of Columbia,District of Columbia,11001,11001003302,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,21.0,,,16.4,26.6,"2,434","2,131",POINT (-77.0111677 38.9139237),11001003302,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,DC,District of Columbia,District of Columbia,11001,11001002301,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,29.2,,,26.0,32.9,"3,266","2,592",POINT (-77.0165915 38.942552),11001002301,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001001200,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.6,,,71.3,83.1,"5,371","4,377",POINT (-77.0705215 38.9462221),11001001200,PREVENT,MAMMOUSE,CrdPrv,Mammography
2023,DC,District of Columbia,District of Columbia,11001,11001004100,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,36.9,,,32.8,41.3,"2,836","2,606",POINT (-77.0516151 38.9159337),11001004100,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2023,DC,District of Columbia,District of Columbia,11001,11001007806,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,27.0,,,21.4,32.9,"3,457","2,888",POINT (-76.932552 38.9055926),11001007806,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001003801,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,4.0,,,3.4,4.8,"1,800","1,642",POINT (-77.0389415 38.9197759),11001003801,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2023,DC,District of Columbia,District of Columbia,11001,11001009508,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,15.1,,,11.5,19.0,"4,243","3,497",POINT (-76.9985582 38.9536826),11001009508,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,DC,District of Columbia,District of Columbia,11001,11001004401,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,26.4,,,22.9,30.3,"3,430","3,236",POINT (-77.0282129 38.9186825),11001004401,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001009603,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,14.5,,,12.0,17.3,"3,971","3,034",POINT (-76.9477195 38.8918285),11001009603,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2023,DC,District of Columbia,District of Columbia,11001,11001008803,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,10.3,,,8.2,12.8,"4,036","3,569",POINT (-76.9913622 38.9104603),11001008803,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2023,DC,District of Columbia,District of Columbia,11001,11001001304,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.3,,,1.1,1.5,"4,018","3,831",POINT (-77.0554702 38.9367508),11001001304,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,DC,District of Columbia,District of Columbia,11001,11001009700,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,13.8,,,11.8,16.0,"3,188","2,414",POINT (-76.9870248 38.8354183),11001009700,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2023,DC,District of Columbia,District of Columbia,11001,11001001002,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,67.3,,,64.0,70.5,"3,643","3,218",POINT (-77.0788872 38.9384216),11001001002,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,DC,District of Columbia,District of Columbia,11001,11001006700,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,2.9,,,2.2,4.2,"3,927","3,311",POINT (-76.989959 38.8875984),11001006700,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,DC,District of Columbia,District of Columbia,11001,11001004402,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,35.7,,,31.7,40.0,"2,755","2,485",POINT (-77.0270354 38.9155152),11001004402,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2023,DC,District of Columbia,District of Columbia,11001,11001009000,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,92.6,,,91.1,93.9,"4,676","3,764",POINT (-76.9545101 38.9226934),11001009000,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,DC,District of Columbia,District of Columbia,11001,11001008410,BRFSS,Disability,Any disability among adults,%,Crude prevalence,16.0,,,13.3,19.6,"1,843","1,523",POINT (-76.9911234 38.9015543),11001008410,DISABLT,DISABILITY,CrdPrv,Any Disability
2023,DC,District of Columbia,District of Columbia,11001,11001005003,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,20.9,,,16.4,26.3,"2,143","2,058",POINT (-77.0307609 38.9074041),11001005003,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,DC,District of Columbia,District of Columbia,11001,11001001100,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,7.0,,,6.0,8.1,"5,300","4,281",POINT (-77.0776732 38.9572432),11001001100,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,DC,District of Columbia,District of Columbia,11001,11001007603,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,12.5,,,10.2,14.7,"4,185","3,503",POINT (-76.9585469 38.859109),11001007603,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2023,DC,District of Columbia,District of Columbia,11001,11001003901,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.9,,,7.9,10.0,"2,598","2,428",POINT (-77.0401076 38.9254851),11001003901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2023,DC,District of Columbia,District of Columbia,11001,11001002703,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,13.0,,,11.1,15.1,"2,614","2,264",POINT (-77.0397435 38.9334921),11001002703,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2023,DC,District of Columbia,District of Columbia,11001,11001003400,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,16.8,,,13.3,21.0,"5,120","4,747",POINT (-77.0177044 38.9221674),11001003400,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,DC,District of Columbia,District of Columbia,11001,11001009602,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,34.3,,,28.8,40.1,"4,481","3,090",POINT (-76.9523616 38.9035769),11001009602,HLTHSTAT,GHLTH,CrdPrv,General Health
2023,DC,District of Columbia,District of Columbia,11001,11001008100,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.2,,,1.1,1.4,"3,153","2,601",POINT (-76.9925272 38.893171),11001008100,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,DC,District of Columbia,District of Columbia,11001,11001008301,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,3.4,,,2.7,4.5,"3,220","2,781",POINT (-77.0008008 38.8970373),11001008301,PREVENT,ACCESS2,CrdPrv,Health Insurance
2023,DC,District of Columbia,District of Columbia,11001,11001007806,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,90.4,,,88.3,92.1,"3,457","2,888",POINT (-76.932552 38.9055926),11001007806,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,DC,District of Columbia,District of Columbia,11001,11001009801,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,31.1,,,26.9,35.9,"1,848","1,419",POINT (-76.9963306 38.8328939),11001009801,HLTHSTAT,GHLTH,CrdPrv,General Health
